# col1 col2
100.0 0.0
1000.0 0.0
1006.79 0.00016557311020234602
1018.44 0.00012521297617971034
1030.23 0.00016091813054186906
1042.16 0.0002557457178402105
1054.24 0.00025540534949392447
1066.44 0.0002622510694297573
1078.79 0.0002705845566771797
1091.28 0.0003395417273424374
1103.92 0.0003511200102330132
1116.69 0.00035469672701751736
1129.63 0.00043267639348146204
1142.71 0.00046046975801053837
1155.95 0.0005151966010012879
1169.32 0.00042295858562498673
1182.87 0.000594680849704805
1196.57 0.0005161155452849947
1210.42 0.00031305203547025284
1224.43 0.0007376672033128458
1238.62 0.0009321101879384566
1252.96 0.001028635767405075
1267.47 0.0012423469828305536
1282.15 0.0013878392247102167
1296.99 0.0013722937191051443
1312.01 0.0017602260668145618
1327.2 0.0018013559584848008
1342.56 0.0020534144826932364
1358.12 0.0022193702587884768
1373.84 0.002364154429992122
1389.75 0.002045723731175589
1405.84 0.0026041010669283667
1422.12 0.002917971488949212
1438.58 0.0033809585881027747
1455.25 0.0036860935688508927
1472.09 0.004087949475374432
1489.14 0.004507359703891038
1506.39 0.004621084529205337
1523.82 0.004611967417191309
1541.48 0.004279910470897034
1559.32 0.005360865150289319
1577.38 0.006156728902469355
1595.64 0.006334346078067432
1614.12 0.006688262225993785
1632.81 0.00729676218380415
1651.72 0.007873275698908845
1670.85 0.0087773142973771
1690.19 0.009347789507257268
1709.76 0.00944530132263063
1729.56 0.01058905529467698
1749.59 0.011313999372253074
1769.85 0.011788794535130294
1790.35 0.012089510528841475
1811.07 0.013043147947756633
1832.04 0.013286375069563691
1853.26 0.013349243020595192
1874.72 0.013787492691236466
1896.43 0.013787120654797515
1918.39 0.013316687658195084
1940.6 0.01462915744467292
1963.08 0.014287179015001199
1985.8 0.014273933526477203
2008.8 0.014930513270435824
2032.06 0.014845364529261551
2055.59 0.013716137240833665
2079.39 0.015212665903023944
2103.47 0.014887851889242314
2127.83 0.01518824879724928
2152.46 0.015476154657113791
2177.39 0.015266238991256158
2202.61 0.015703571391733652
2228.11 0.016351583893161152
2253.91 0.01747084903088708
2280.01 0.018576398557041674
2306.41 0.020142175575475818
2333.12 0.021103391833924765
2360.13 0.022715862808290795
2387.46 0.023539869090150746
2415.1 0.025502920924543326
2443.08 0.02815961913041605
2471.36 0.029298220692548723
